ens_id,name,log2FC,aveEXP,t,p-value,q-value
"ENSG00000188783","PRELP","-2.25","2.53","-17.39","1.93e-42","2.57e-41"
"ENSG00000189058","APOD","-2.17","4.31","-10.05","1.28e-19","1.64e-19"
"ENSG00000196616","ADH1B","-4.28","4.53","-20.25","4.23e-51","1.69e-49"
"ENSG00000196972","SMIM10L2B","2.28","2.48","12.83","3.89e-28","1.13e-27"
"ENSG00000197442","MAP3K5","-2.44","5.09","-17.39","1.99e-42","2.61e-41"
"ENSG00000197614","MFAP5","-2.23","2.02","-14.36","5.82e-33","2.81e-32"
"ENSG00000197859","ADAMTSL2","-3.10","3.17","-26.64","5.32e-69","4.32e-66"
"ENSG00000198467","TPM2","-2.03","7.18","-10.74","1.1e-21","1.74e-21"
"ENSG00000203859","HSD3B2","-5.12","8.28","-14.42","3.84e-33","1.89e-32"
"ENSG00000204577","LILRB3","-2.12","2.22","-20.45","1.04e-51","4.53e-50"
"ENSG00000204681","GABBR1","-2.19","4.17","-19.81","8.75e-50","2.8e-48"
"ENSG00000204983","PRSS1","-2.20","1.82","-11.51","4.88e-24","9.65e-24"
"ENSG00000205362","MT1A","-2.77","3.42","-10.49","6.24e-21","9.12e-21"
"ENSG00000205364","MT1M","-2.19","2.54","-12.47","4.92e-27","1.28e-26"
"ENSG00000205517","RGL3","-2.56","4.17","-14.88","1.39e-34","7.89e-34"
"ENSG00000211445","GPX3","-2.78","7.25","-15.48","1.75e-36","1.17e-35"
"ENSG00000213366","GSTM2","-2.13","6.09","-12.86","3.15e-28","9.31e-28"
"ENSG00000214435","AS3MT","-2.35","6.90","-10.05","1.23e-19","1.58e-19"
"ENSG00000214510","SPINK13","2.15","2.12","13.29","1.32e-29","4.51e-29"
"ENSG00000215187","CIMIP2B","-2.06","7.56","-6.59","3.51e-10","1.84e-10"
"ENSG00000215788","TNFRSF25","-2.02","3.04","-17.37","2.32e-42","3.02e-41"
"ENSG00000229183","PGA4","-2.19","1.50","-13.94","1.26e-31","5.34e-31"
"ENSG00000229859","PGA3","-2.72","1.83","-16.69","2.97e-40","3.08e-39"
"ENSG00000241644","INMT","-3.64","3.87","-25.25","2.65e-65","1.29e-62"
"ENSG00000243955","GSTA1","-2.12","8.33","-5.38","1.95e-07","7.78e-08"
